SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
1,0.897489686,0.776111944,8,0
0,0.021356761,0.344487402,10,1
0,0.021131925,0.002347418,4,0
0,0.9999999,0.335416146,2,1
0,0.487349163,0.277352018,14,1
0,0.442455952,1.289990645,20,0
0,0.120487853,0.305092665,3,1
0,0.015553206,3611,12,0
0,0.016939347,0.195331249,6,0
0,0.063563073,78,3,0
0,0.037468384,0.116739581,3,0
0,0.80620801,0.294032375,9,2
0,0.023180765,0.002349256,1,0
0,0.172373699,0.137095408,2,3
0,0.792340898,0.504346761,13,0
0,0.29194258,0.457344452,6,1
0,0,123,12,0
0,0.072491165,0.25144978,7,1
1,0.992225102,955,8,0
0,0.096409434,0.259581559,8,3
0,0.056929538,3013,3,0
0,0.061288243,1114.5,6,2
0,0.893569987,0.875412459,20,0
0,0.732066202,0.333162218,10,0
0,0.307175013,0.266953125,18,0
0,0.04051906,0.020489755,6,0
0,0.206289523,0.295269168,12,1
0,0.053769892,0.240222477,10,1
0,0.476576171,0.397273978,5,1
0,0.692301439,0.201999487,9,0
0,0.257241157,0.288913774,11,0
0,0.328830046,0.005999,5,0
0,0.9999999,476,1,0
0,0.073437039,1.368895567,5,2
0,0.871661437,0.535861124,6,1
0,0.010256191,0.001333206,8,0
1,0.291306359,0.518296341,9,0
0,0.260734595,0.416320971,14,1
0,1.178928247,0.096074128,5,2
0,0.471084282,0.721046492,16,0
0,0,569,2,0
0,0.044760855,0.446420215,12,0
1,0.952629292,1.086778737,4,1
0,0.676835727,4809,12,0
0,0,0.215192597,4,0
0,0.261941948,0.227934876,6,0
0,0,0.272715152,10,1
0,0.316489177,0.289921466,10,0
0,0.559842764,0.53820598,5,0
0,0.0538919,0.0041511,5,0
0,0.612622416,2933,12,3
0,0.551817433,0.056391316,6,0
0,0.025220124,0.00539892,6,0
0,0.028453683,0.383757312,5,0
0,0.94598322,0.656155104,3,0
0,0.379041397,0.10078534,4,2
0,0.174357455,0.27086805,5,2
0,0.05512726,2060,10,1
0,0.129974005,29,5,0
0,0.232633891,0.531039293,15,0
0,0.690869698,5471,9,0
0,0.887721435,1.313895216,12,1
0,0.331633367,0.526667362,9,3
0,0.149721264,0.303429586,8,0
0,0.108975055,0.322782481,15,1
0,0.303133764,0.382803821,5,0
0,0.640669916,0.387884554,10,0
0,0.647272045,0.272121437,6,0
0,0.516205291,0.274175454,7,1
0,0.153128229,0.082166879,6,3
0,0.413589581,1.205276175,9,0
0,0.273258139,3.762904637,5,2
0,0.100263752,0.458429266,23,0
